label,mid_x,mid_y,width,height,confidence,x1,y1,x2,y2
camera_1@table#001,285.0,714.5,570,419,0.9002336859703064,0,505,570,924
camera_1@table#002,1259.5,434.5,435,291,0.6575012803077698,1042,289,1477,580
camera_1@table#003,897.0,308.5,344,231,0.5999628305435181,725,193,1069,424
camera_1@table#004,126.5,436.5,253,161,0.4043344259262085,0,356,253,517
camera_1@table#005,274.0,325.5,200,169,0.3189411461353302,174,241,374,410
